sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
EURUG,"Jefe  de  Cancillería","Chancery  chief","Seccion","Luis  Hernán  ","Albero","Jefe  de  Sección","(+598)  2902  8166","",(+598)    92  947  601,"","(+598)  2900  8408","","eurug@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EALEM,"Jefe  de  Cancillería","Head  of  Office","Seccion","Martín  Facundo  ","Rearte","Jefe/a  de  Misión  Adjunto/a",,"",,"",,"","ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EPNMA,"Jefe  de  Cancillería","Jefe  de  Cancillería","Seccion","Leopoldo  Juan  José  ","Garade","Jefe  de  Sección","507  302  0003","",507  66161112,"","","","epnma@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EECUA,"Jefe  de  Cancilleria","Jefe  Cancilleria","Seccion","Adrián  Gustavo  ","Viotti","Jefe  de  Sección",,"",(593)  99  973  -  8957,"","","","eecua@mrecic.gov.ar","","http://eecua.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
ECOLO,"Jefe  de  Cancillería","Jefe  de  Cancillería","Seccion","Pedro  Joaquín  ","López  Godoy","Jefe  de  Oficina",,"",,"",,"","ecolo@cancilleria.gov.ar          ","",,"",,,,,"",
EHILE,"Jefe  de  Cancillería","Head  of  Chancery","Seccion","Javier  ","Lareo","Jefe  de  Misión  Adjunto","+56  2  2582  2516","",,"","56-2-2639  3321","","privadacancilleria_ehile@mrecic.gov.ar","","http://www.ehile.cancilleria.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EJAPO,"Jefe  de  Cancillería","Jefe  de  Cancillería","Seccion","Pedro  Ezequiel  ","Marotta","Jefa  de  Sección",,"",,"",,"","ejapo@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EBRAS,"Jefe  de  Cancillería","Jefe  de  Cancillería","Seccion","Pablo  Antonio  ","De  Angelis","Encargado  de  Negocios  a.i.","55  61  3212-7600","",,"","55  61  3212-7666","","ebras@mrecic.gob.ar","",,"",,,00:00:00,00:00:00,"",
EFRUS,"Jefe  de  Cancillería","Jefa  de  Cancillería","Seccion","Diego  Miguel  ","Desmoures","Jefe  de  Sección","+7  495  502  1020","",+7  903  725  1449,"","+7  495  755  5800  ","","efrus@cancilleria.gob.ar","",,"",Lunes,Viernes,09:30:00,18:00:00,"",
EPERU,"Jefe  de  Cancillería","Jefe  de  Cancillería","Seccion","Verónica  ","Chiffel  Figueiredo","Jefe  de  Misión  Adjunto","","",,"","","","eperu@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EBARB,"Jefe  de  Cancillería","Charge  d'affaires","Seccion","","","Jefe  de  Sección",,"",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
ECANA,"Jefe  de  Cancillería, Sección  Política  y  Ceremonial","Head  of  Chancery, Political  Affairs  and  Protocol","Seccion","Pedro  Xavier  ","Alchourron","Jefe  de  Sección  Política","1  613  236  2351","",,"",,"","ecana@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESSED,"Jefe  de  Misión","Head  of  the  Diplomatic  Mission","Seccion","Luis  Pablo  María  ","Beltramino","Embajador",,"",,"",,"","essed@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ENIGE,"Jefe  de  Misión","JEFE  SECCION  CANCILLERIA  ","Seccion","Nicolás  María  ","Perazzo  Naon","Encargado  de  Negocios  a.i.","234  (0)  707  483  2145","",,"",,"","enige@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EEEUU,"Jefe  de  Misión  Adjunto  ","Deputy  Chief  of  Mission","Seccion","Juan  Manuel  ","Cortelletti","Jefe  de  Misión  Adjunto","1  202  238  6464","",,"","","","dcm@embassyofargentina.us","",,"",,,00:00:00,00:00:00,"",
EISRA,"Jefe  de  Sección  Administrativa","Jefe  de  Sección  Administrativa","Seccion","Adriana  Mónica  ","Molina","Jefe/a  de  Sección  Administrativa","972  9    2520800  /    732520801","",,"","","","eisra@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EPORT,"JEFE  DE  SECCIÓN  CONSULAR","CHIEF  OF  CONSULAR  SECTION","Sección  Consular","Mariano  Andrés  ","Guida","Jefe  de  Sección  Consular","00351  21  79  60  517","",00351  919  021  535,"","","","seconeport@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"HORARIO  CONSULADO",
EPORT,"JEFE  DE  SECCIÓN  CULTURAL","CHIEF  OF  CULTURAL  SECTION","Seccion","Mariano  Andrés  ","Guida","Jefe  de  Sección  Cultural","00351  21  79  59  223","",,"","","","eport@cancilleria.gob.ar","",,"",Lunes,Viernes,09:30:00,18:00:00,"SECCIÓN  CULTURAL",
EMARR,"Jefe  de  Sección  Cultural  ","Chief  of  the  Cultural  Section","Seccion","Melina  ","Erkekdjian","Jefe  de  Sección  Cultural","","",,"","","","emarr@cancilleria.gov.ar","",,"",Lunes,Viernes,09:00:00,15:00:00,"",
EPORT,"JEFE  DE  SECCIÓN  ECONÓMICA  Y  COMERCIAL","Chief  of  Economic  and  Commercial  Section","Seccion","María  Noel  ","Borsellino","Jefe  de  Sección  Económica  y  Comercial","00351  21  79  59  223","",,"","","","eport@cancilleria.gob.ar","",,"",Lunes,Viernes,09:30:00,18:00:00,"HORARIO  DE  EMBAJADA.",
EFILI,"Leandro  Waisman","Leandro  Waisman","Seccion","","","Jefe  de  Sección  Económica  y  Comercial",,"",,"",,"","efili@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EFILI,"Leandro  Waisman","Leandro  Waisman","Seccion","Leandro  ","Waisman","Jefe  de  Misión  Adjunto","63  2  88453218","",639178366925,"",,"","efili@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EBOLV,"Misión  Naval  Argentina","MISIÓN  NAVAL  ARGENTINA","Seccion","","","Agregado","591  2  2435260","591  2  2435242",,"",,"","misionsecretaria@hotmail.com","",,"",,,00:00:00,00:00:00,"",
EBOLV,"Narcotráfico, Frontera, Migraciones, Cooperación, Derechos  Humanos, Genero  (trata)  y  Administración","Defensa, Narcotráfico  y  Derechos  Humanos","Seccion","Melisa  Andrea  ","Manzano","Jefe/a  de  Sección",,"",,"",,"","zmm@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EMEXI,"Negociaciones  Económicas  Bilaterales","Negociaciones  Económicas  Bilaterales","Seccion","Augusto  Pablo  ","Riva","Jefe  de  Oficina",,"",,"",,"","comercial-emexi@mrecic.gov.ar","",,"",,,,,"",
CNYOR,"Notariales","Notary  Public  Documents  Department","Seccion","Nelson  Flavio  ","Martín","Jefe  de  Sección","1  212  603  0451","1  212  603  0402",1(646)  283-5892,"","","","cnyor@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
DITIC,"nueva","nuva","Seccion","test","test","Agregado",,"",54  911,"",,"54  (11)  7677","ditic@mrecic.gov.ar","",,"",,,08:30:00,18:00:00,"",
ERUNI,"OMI","OMI","Seccion","Federico  Gabriel  ","Hirsch","Representante  Permanente","","",,"","","","info@argentine-embassy-uk.org  ","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CNYOR,"Personal","Sección  de  Personal  ","Seccion","Silvia  Liliana  ","Roffredo","Agregada","1  212  603  0400","",,"",,"","cnyor@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EMEXI,"Política  Comercial","Trade  Policy","Seccion","Maria  Fernanda  ","Vizan","Jefe  de  Sección","52  55  5520  9430","",,"",,"","comercial-emexi@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EJAPO,"Política  y  Deportes","Politics","Seccion","Tomás  ","Vera  Ziccardi","Jefe  de  Sección","","",,"",,"","politica_ejapo@cancilleria.gob.ar","",,"",,,,,"9:00  a  18:00  hs",
EKENY,"Política  y  Prensa","Political  and  Cooperation","Seccion","María  Celeste  ","Danón","Jefa  de  Sección  Política","+254  (0)  202  324  673","",,"",,"","ekeny@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESALV,"Prensa","Prensa","Seccion","Horacio  L.  M.  ","Lazzari  Mathieu","Jefe  de  Sección  de  Prensa","503  25219406","",503  78626494,"",,"","esalv@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
ETUNE,"Prensa","Prensa","Seccion","Sebastián  ","Ballina","Jefa  de  Sección  de  Prensa","216  71860122","",,"","","","etune@mrecic.gov.ar  (correo  inst.)","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CGMUM,"Promoción  de  Turismo","Tourism  Promotion","Seccion","María  Virginia  ","Yapur","Jefa  de  Sección  Cultural, Educativa  y  Turística","","",+  919930310617,"","","","tourism_cgmum@mrecic.gov.ar","","https://cgmum.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
CNYOR,"Promoción  del  Comercio, Inversiones, Turismo  y  Cultura","Commercial  Promotion","Seccion","María  Belén  ","García  Alcat","Jefa  de  Sección","1  212  603  0401","",  1(646)  283-5892,"","","","cnyor-comercial@mrecic.gov.ar","cnyor-cultura@mrecic.gov.ar",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EGUAT,"Promoción  turistica","Sección  promoción  turística","Seccion","Sebastián  Juan  ","Palou","Jefa  de  Sección  Turismo","502  24645900","",,"",,"","eguat@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,15:00:00,"8.00  a  15.00hs",
CNYOR,"Relaciones  Institucionales, Educación  y  Ciencia, Temas  Políticos","Argentine  community  and  public  diplomacy","Seccion","Nelson  Flavio  ","Martín","Jefe  de  Sección","1  212  603  0423","",16462835892,"","","","cnyor@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EPBAJ,"Representación  Permanente  ante  la  OPAQ","Permanent  Rep.  to  the  OPCW","Seccion","Diego","Sadofschi","Representante  Permanente  Alterno  a.c.","0031  (070)  3118411        /        0031  (070)  3118416","",,"","","","epbaj@cancilleria.gob.ar","",,"",,,,,"09.00  a  17.00  hs.",
EHILE,"Residencia  Oficial","Official  Residence","Seccion","Jorge  Marcelo  ","Faurie","Embajador","56-2-2582  2612","56-2-2582  2613",,"",,"","ehile@cancilleria.gob.ar","","http://www.ehile.cancilleria.gov.ar/","",,,,,"",
EFILI,"Santiago  Javier  D´assaro  ","Santiago  Javier  D´assaro  ","Seccion","Santiago  Javier  ","D'Assaro","Agregado","63  2  88453219  ","",639178366925,"",,"","embajada_efili@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ETRIN,"Sección  Administración","Administrative  Affaires","Seccion","Ana  María  ","Díaz  Robinson","Jefe/a  de  Sección  Administrativa","1  868  628  7562","",,"",,"","etrin@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"",
EALEM,"Sección  Administración","Sección  Administración","Seccion","Vanesa  Y.  ","Mastrocola  Meriggi","Jefe  de  Sección","49  3022668945","",,"",,"","adm_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CBARC,"Sección  Administración","Administrative  Section","Seccion","María  Gabriela  ","Gianni","Jefe/a  de  Sección  Administrativa","","",,"","","","administracion_cbarc@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EDOMI,"Sección  Administración","Sección  Administración","Seccion","Marcelo  Alejandro  ","Grimaldi","Agregado",,"",,"",,"","admin_edomi@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"",
CCONC,"Sección  Administración","Administración","Seccion","Edgardo  Hernán","Martinez","Jefe/a  de  Sección  Administrativa","(56-41)  2230257  ","",(56-41)  993598961  ,"",,"","cconc@mrecic.gov.ar","",,"",Lunes,Viernes,09:05:00,14:05:00,"",
EBARB,"Sección  Administrativa","Administrative  Attaché","Seccion","","","Jefe  de  Sección",,"",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
EKUWA,"Sección  Administrativa","Administrative  Section","Seccion","Gabriela  Fernanda  ","Pérez","Jefe  de  Sección  Administrativa","965  2521-3202/4202/5202","",965  66143232,"",,"965  25216202","ekuwa@mrecic.gov.ar","pgf@mrecic.gov.ar",,"",Domingo,Jueves,09:00:00,16:30:00,"",
ESUEC,"Sección  Administrativa","Administration","Seccion","María  Laura  ","Barenco  Ledesma","Jefa  de  Sección  Administrativa","46  86631965","",46  708735960,"",,"","administracion_esuec@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECANA,"Sección  Administrativa","Administration","Seccion","Juan  Pablo  ","Allamian","Jefe  de  Sección  Administrativa","","",,"","","","administracionecana@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESING,"Sección  Administrativa","Administrative  Section","Seccion","Mario  Luis  ","Sivila","Jefe  de  Sección  Administrativa",,"",,"",,"","esing@mrecic.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EMOZA,"Sección  Administrativa","Administrative  Section","Seccion","Vanina  C.","Agostinelli","Jefa  de  Sección  Administrativa",,"",,"",,"","emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EEARB,"Sección  Administrativa","Seccion  Administrativa","Seccion","Viviana  Malvina  ","Sosa","Jefa  de  Sección  Administrativa","","",,"","","","eearb@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
CGTEL,"Sección  Administrativa","Agregado  Administrativo","Seccion","Gustavo  Fabián  ","Ruggieri","Jefe  de  Sección  Administrativa","","",,"","","","cgtel@cancilleria.gob.ar","",,"",,,,,"",
EFRAN,"Sección  Administrativa","Sección  Administrativa","Seccion","Flavia  Vanesa  ","Levin","Jefe  de  Sección  Administrativa","0033144052702","",,"",,"","efran@cancilleria.gob.ar","",,"",,,,,"09:00  a  13:00  hs  y  13:00  a  17:00  hs",
EITAL,"Sección  Administrativa","Administrative  Section","Seccion","Carlos  Guillermo  ","Pérez  Godoy","Jefe  de  Sección  Administrativa",,"",,"",,"","eital@cancilleria.gob.ar","",,"",,,,,"Lunes  a  viernes  de  09.00  a  18.00  horas",
CSCRS,"Sección  Administrativa","Administracion","Seccion","Alejandro  Matías  ","Berón","Jefe  de  Sección  Administrativa","(00-  591-  3)  3324153","",,"","(00-  591-  3)  334  8200","","cscrs@cancilleria.gob.ar","","https://cscrs.cancilleria.gob.ar/","",Lunes,Viernes,08:00:00,16:00:00,"",
ECHIN,"Sección  Administrativa","Administración","Seccion","Yolanda  Marisa  ","Kranevitter","Jefa  de  Sección","00  86  10  6532  2357","",,"",,"","echin@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EEEUU,"Sección  Administrativa","Jefe  de  Administración","Seccion","Gustavo  Alejandro  ","Maggiora","Jefe  de  Sección  Administrativa","00  1  202  238  6434","",,"","00  1  202  238  6417","","administracion@embassyofargentina.us","",,"",,,,,"09:00  a  17:00  hs.",
EEGIP,"Sección  Administrativa","Administrative  Section","Seccion","Cristian  Ariel  ","Caggia","Jefa  de  Sección  Administrativa","","",,"","","","adm_eegip@mrecic.gov.ar","",,"",Domingo,Jueves,09:00:00,15:00:00,"",
EVENE,"Sección  Administrativa","Sección  Administrativa","Seccion","Verónica  Andrea  ","Limongelli","Jefe  de  Sección","58  212  2634262","",58  414  2387145,"",,"","administracion_evene@mrecic.gov.ar","","https://evene.cancilleria.gob.ar","",,,08:00:00,16:00:00,"Lunes  a  Viernes  de  8  a  16",
EDINA,"Sección  Administrativa","Administrative  Section","Seccion","","","Jefe  de  Sección  Administrativa","33158082","",,"","","","edina@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,16:00:00,"",
EUNGR,"Sección  Administrativa","Administrative  Section","Seccion","Juan  Carlos  ","Ganam","Jefe  de  Sección  Administrativa","+36  1  326  0492","",,"",,"","  eungr@mrecic.gov.ar      ","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EARME,"Sección  Administrativa","Sección  Administrativa","Seccion","","","Jefe  de  Sección  Administrativa","00374  (010)  576451","00374  (010)  576452",,"",,"","admin_earme@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EANGO,"Sección  Administrativa","Sección  Administrativa","Seccion","Lucas  Ezequiel  ","Paolillo","Jefe  de  Sección  Administrativa","","",,"","","","admin_eango@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EESPA,"Sección  Administrativa","Administration","Seccion","Sirarpi  Rita  ","Jensezian","Jefa  de  Sección","34  917710500  -19","",34  639707564,"","","","administracion.argenesp@mrecic.gov.ar","","http://eespa.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"9.00  a  17.00  hs",
EHOND,"Sección  administrativa","Sección  Administración","Seccion","Norberto  ","Sáenz","Agregado","504  2232-3376","",504  9969-7424,"",,"","ehond@cancilleria.gob.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
EPERU,"Sección  Administrativa","Agregada  Administrativa","Seccion","Oscar  Alfio  ","Borzi  Romero","Jefe  de  Sección","(0051-1)  4414444","",,"",,"","administracion_eperu@cancilleria.gob.ar","",,"",,,,,"9:00  hs    17:30  hs.",
EAUST,"Sección  Administrativa","Head  of  Administration","Seccion","Yesica  Carolina  ","Comas","Jefa  de  Sección  Administrativa","61  262739111","",,"",,"","eaust@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EARGE,"Sección  Administrativa","  Sección  Administrativa","Seccion","Daniel  Osvaldo","MEDINA","Jefa  de  Sección  Administrativa","+213  (0)  23187441","",+213  (0)  770381010,"","+213  (0)  23187439","","dom@mrecic.gov.ar","","earge.cancilleria.gob.ar","",Domingo,Jueves,09:00:00,17:00:00,"09.00  a  17.00  horas  -  de  Domingo  a  Jueves",
ECUBA,"Sección  Administrativa","Sección  Administración","Seccion","Sabrina  Laura  ","Coronel","Jefe  de  Sección  Administrativa",,"",,"53  59311864",,"","ecuba@mrecic.gov.ar","sqc@@mrecic.gov.ar",,"",Lunes,Viernes,08:30:00,16:30:00,"08:30  a  16:30  Hs.  (Lunes  a  Viernes)",
CSIDN,"Sección  Administrativa","Administrative  Section","Seccion","Silvina  Claudia  ","Franco","Jefe/a  de  Sección  Administrativa",,"",,"",,"","csidn@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EISIA,"Sección  Administrativa","Administrative  Section","Seccion","Pablo  Nicolás  ","Spahr","Jefe  de  Sección  Administrativa","","",,"","","","eisia@cancilleria.gob.ar","","  www.eisia.mrecic.gov.ar","",Lunes,Viernes,09:00:00,16:00:00,"09:00-16:00",
CMIAM,"Sección  Administrativa","Sección  Administrativa","Seccion","","","Jefe  de  Sección","1  3053731889","",,"",,"","administracion_cmiam@mrecic.gov.ar","",,"",Lunes,Viernes,08:30:00,16:30:00,"",
ECOLO,"Sección  Administrativa","Sección  Administrativa","Seccion","María  Florencia  ","Moreno","Jefa  de  Sección  Administrativa","+57  601  288  0900","",,"","","","administracion_ecolo@cancilleria.gob.ar","",,"",,,,,"",
EHILE,"Sección  Administrativa","Administrative  Section  ","Seccion","Darío  Fabián","Ozán","Jefe  de  Sección  Administrativa","56-2-2582  2527","",,"","56-2-2639  3321","","administracion_ehile@mrecic.gov.ar","","http://www.ehile.cancilleria.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
ENIGE,"Sección  Administrativa","Sección  Administrativa","Seccion","Carlos  Alberto  ","Marinaro","Jefe  de  Sección  Administrativa","00  234  (0)  234  906  815  4875","",,"",,"","enige@cancilleria.gob.ar","",,"",,,,,"",
ESURI,"Sección  Administrativa",,"Seccion","  Juan  Ignacio  ","Rossi  Sammartino","Jefe  de  Sección  Administrativa",,"",,"",,"",,"",,"",,,,,,
ECEUR,"Sección  Administrativa","Administrative  Section","Seccion","Alejandro","Lucero","Jefe  de  Sección  Administrativa","(+32)  2  648  93  71","",,"","","","eceur@cancilleria.gob.ar","",,"",,,,,"",""
EPNMA,"Sección  Administrativa","Agregada  Administrativa","Seccion","María  Laura  ","Massuh","Jefa  de  Sección  Administrativa","507  302  0003","",507  66161112,"",,"","epnma@cancilleria.gob.ar","administracion_epnma@mrecic.gov.ar",,"",,,,,"",
EINDI,"Sección  Administrativa","Sección  Administrativa","Seccion","Sergio  Fabián  ","Policastro","Jefe  de  Sección  Administrativa",,"",,"",,"","admin_eindi@mrecic.gov.ar","",,"",Lunes,Viernes,09:30:00,18:00:00,"",
ESERB,"Sección  Administrativa","Sección  de  Administración","Seccion","Javier  Antranik  ","Chalian","Jefe  de  Sección  Administrativa",,"",,"",,"","eserb@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
EMARR,"Secciòn  Administrativa","Administrative  Section","Seccion","Maria  Ines","Martinez  de  Pires  Diz","Jefa  de  Sección","212  537  75  51  20/  int  112","",212  537  75  12  93,"","212  537  75  54  10","","emarr@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,15:00:00,"",
ELBNO,"Sección  Administrativa  Contable","Sección  Administrativa  y  Contable","Seccion","Daniel  Raul","Vignatti","Jefe  de  Sección  Administrativa","(961  -  1)  210  803/4  int.  2","",,"","","","contable_elbno@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,15:00:00,"",
ECORE,"Sección  Administrativa  y  Recursos  Humanos","Sección  Administrativa","Seccion","Elva  Julieta  ","Martínez","Jefa  de  Sección","82  2-793-4062","",,"",,"","ecoreadm@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
EMEXI,"Sección  Administrativa  y  Recursos  Humanos  ","Administration  and  Human  Resources","Seccion","Noelia  Solange  ","Murano","Jefe  de  Sección","00  52  (55)  5520  9430","",,"",,"","administracion-emexi@mrecic.gov.ar","",,"",,,,,"09:00  A  17:00",
CMILA,"Sección  Administrativa:","Sección  Administrativa:  Agregado  Administrativo  Gustavo  Ruggieri","Seccion","Sergio  Fabián  ","Pérez  Godoy","Jefe  de  Sección","00  39  (02)  7772  9437","",,"","00  39  (02)  7772  9444","","cmila@cancilleria.gob.ar","",,"",,,,,"8:30  a  16:30",
EMEXI,"Sección  Comercial","Trade  Department","Seccion","Esteban  Justo  ","De  Anchorena","Jefe  de  Sección","52  55  5520  9430","",,"",,"","comercial-emexi@mrecic.gov.ar","",,"",,,,,"",
CSCRS,"Sección  Comercial","Sección  Comercial","Seccion","Irene  Amelia  ","Lafferriere","Cónsul  General  Adjunto  a.c",,"",,"",,"","cscrs@mrecic.gov.ar","",,"",Lunes,Viernes,08:30:00,16:00:00,"",
EEGIP,"Sección  Comercial","Sección  Comercial","Seccion","José  Alberto  ","Flores  Velasco","Jefa  de  Sección  Económica  y  Comercial","","",,"","","","comercial_eegip@mrecic.gov.ar","",,"",Domingo,Jueves,09:00:00,15:00:00,"",
EDINA,"Sección  Comercial","Economic  and  Commerce  Section","Seccion","Malén  ","Vázquez","Jefe  de  Sección  Económica  y  Comercial","33158082","",,"","","","edina.secom@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,16:00:00,"",
EURUG,"Sección  Comercial","Commercial  Section","Seccion","Ignacio  Joaquín  ","Méndez","Jefe  de  Sección","(+598)  2902  8166","",(+598)  92  947  601,"","(+598)  2900  8408","","comercial_eurug@mrecic.gov.ar","","eurug.mrecic.gov.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
CURUG,"Sección  Comercial","Commercial  Section","Seccion","Fernando  Aníbal  ","Flores","Cónsul  Adjunto","55  55  552102-9666","55  553412-1925",,"","","","comercial_curug@mrecic.gov.ar","","https://curug.cancilleria.gob.ar/","",Lunes,Viernes,10:00:00,16:05:00,"",
CSIDN,"Sección  Comercial  ","Trade  and  Cultural  Section","Seccion","Pedro  Alberto  ","Alurralde","Cónsul  Adjunto",,"",,"",,"","csidn@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EPOLO,"Sección  Comercial","Sección  Comercial","Seccion","Alicia  Irene  ","Falkowski","Jefa  de  Sección  Económica  y  Comercial","+48  226  176  028  /  29","",,"","+48  226  177  162","","secom.epolo@mrecic.gov.ar","epolo@mrecic.gov.ar",,"",Lunes,Viernes,09:00:00,16:00:00,"",
EHOND,"Sección  Comercial","Sección  Comercial","Seccion","Daniela  ","Gutiérrez  Alvaro","Jefe  de  Sección","00  504  2232-3376/0292","",00  504  9969-7424,"",,"","comercial.ehond@cancilleria.gob.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"08:00  a  16:00",
EPBAJ,"Sección  Comercial","Commercial  Section","Seccion","Diego  Emilio  ","Sadofschi","Jefe  de  Sección","0031  (070)  3118417        /        0031  (070)  3118426","",,"",,"","comercial_epbaj@mrecic.gov.ar","inversiones_epbaj@mrecic.gov.ar",,"",,,,,"09.00  a  17.00  hs.",
ESALV,"Sección  Comercial  e  Inversiones","Comercial  e  Inversiones","Seccion","Horacio  L.  M.  ","Lazzari  Mathieu","Jefe  de  Sección  Económica  y  Comercial","503  25219406","",503  78626494,"",,"","scomercial.esalv@mrecic.gov.ar","esalv@mrecic.gov.ar",,"",Lunes,Viernes,08:00:00,16:00:00,"",
CMIAM,"Sección  Comercial  e  Inversiones","Commercial  and  investment  section","Seccion","Martín  Horacio  ","Romero","Jefe  de  Sección","+1  305-373-1889","",,"","","","comercial_cmiam@mrecic.gov.ar","","cmiam.cancilleria.gov.ar","",Lunes,Viernes,08:30:00,16:30:00,"",
EFINL,"Sección  Comercial  y  de  Inversiones","Sección  Comercial  y  de  Inversiones","Seccion","Lucía  ","Scheinkman","Jefe  de  Sección  Económica  y  Comercial","(00358)  942428709","",,"","(00358)  942428701","","comercial_efinl@cancilleria.gob.ar","","finlandia.embajada.gob.ar","",Lunes,Viernes,09:00:00,16:00:00,"",
CBELO,"Sección  Comercial, Cultural  y  Turismo.","Sección  Comercial, Cultural  y  Turismo.","Seccion","","","Cónsul","WhatsApp:  005531992830497","",,"",,"","comercial_cbelo@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,13:00:00,"Horario  de  atención  al  público  presencial  para  trámites  consulares.",
EAUST,"Sección  Comercio  e  Inversiones","Trade  and  Investment  Section","Seccion","Camilo  Ernesto  ","Silberkasten","Jefe  de  Sección","61  2627339111","",,"",,"","trade_eaust@mrecic.gov.ar","","http://eaust.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
CBARC,"Sección  Comercio, Turismo  e  Inversiones","Tourism  and  Investment","Seccion","Gonzalo  F.  ","Rodríguez  Newbound","Jefe  de  Sección","","",,"","","","comercial_cbarc@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EFRUS,"Sección  Concurrencias  y  Protocolo","Strategic  Affairs","Seccion","Diego  Miguel  ","Desmoures","Jefe  de  Sección","+74955648194","",,"","","","efrus@cancilleria.gob.ar","",,"",,,,,"",
